datedebutmois,localisation,typecomptectb_centrecoutcode,atelierbtid,categoriecode,montantreel
2010-03-01,1660,5-1000,1720.0,CFAA,0.0
2010-03-01,1660,5-1000,1720.0,DBDM,1174.76
2010-03-01,1720,5-0500,1280.0,CFAA,679.8
2010-03-01,1720,5-0500,1530.0,ABAA,1.0
2010-03-01,1720,5-0500,1720.0,2ACB,6.18
2010-03-01,1720,5-0500,1720.0,2ADA,25.0
2010-03-01,1720,5-0500,1720.0,2ECX,124.42
2010-03-01,1720,5-0500,1720.0,2HAB,1089.89
2010-03-01,1720,5-0500,1720.0,2HAX,793.73
2010-03-01,1720,5-0500,1720.0,3BBC,3.57
2010-03-01,1720,5-0500,1720.0,3BBD,884.04
2010-03-01,1720,5-0500,1720.0,3FCA,63.7
2010-03-01,1720,5-0500,1720.0,3FCD,53.92
2010-03-01,1720,5-0500,1720.0,4FAC,4.67
2010-03-01,1720,5-0500,1720.0,4QXX,40.59
2010-03-01,1720,5-0500,1720.0,5AFC,109.35
2010-03-01,1720,5-0500,1720.0,5BCB,105.0
2010-03-01,1720,5-0500,1720.0,6MCX,254.92
2010-03-01,1720,5-0500,1720.0,6VBE,437.87
2010-03-01,1720,5-0500,1720.0,8AXX,10.33
2010-03-01,1720,5-0500,1720.0,8REA,5.05
2010-03-01,1720,5-0500,1720.0,8REG,347.1
2010-03-01,1720,5-0500,1720.0,8RFA,2620.71
2010-03-01,1720,5-0500,1720.0,AAAA,327.4
2010-03-01,1720,5-0500,1720.0,ABAA,5.38
2010-03-01,1720,5-0500,1720.0,AHAB,30.0
2010-03-01,1720,5-0500,1720.0,BAAA,49.0
2010-03-01,1720,5-0500,1720.0,BBCA,507.2
2010-03-01,1720,5-0500,1720.0,BCAA,28.03
2010-03-01,1720,5-0500,1720.0,BCCA,719.09
2010-03-01,1720,5-0500,1720.0,BEAA,10.0
2010-03-01,1720,5-0500,1720.0,BEAC,86.94
2010-03-01,1720,5-0500,1720.0,BGAB,112.67
2010-03-01,1720,5-0500,1720.0,BJAE,370.27
2010-03-01,1720,5-0500,1720.0,CBBA,372.83
2010-03-01,1720,5-0500,1720.0,CEBA,419.73
2010-03-01,1720,5-0500,1720.0,CFAA,929.4
2010-03-01,1720,5-0500,1720.0,CFAB,1002.39
2010-03-01,1720,5-0500,1720.0,CGAB,235.39
2010-03-01,1720,5-0500,1720.0,CGBA,102.3
2010-03-01,1720,5-0500,1720.0,CGBC,5.0
2010-03-01,1720,5-0500,1720.0,CJAA,18.83
2010-03-01,1720,5-0500,1720.0,CMCA,20.0
2010-03-01,1720,5-0500,1720.0,CUAA,89.08
2010-03-01,1720,5-0500,1720.0,CXAA,62.85
2010-03-01,1720,5-0500,1720.0,DBDM,2568.29
2010-03-01,1720,5-0500,1720.0,DCAC,48.08
2010-03-01,1720,5-0500,1720.0,DCAE,5.75
2010-03-01,1720,5-0500,1720.0,DCBC,254.57
2010-03-01,1720,5-0500,1720.0,DDAC,245.5
2010-03-01,1720,5-0500,1720.0,DDAD,136.32
2010-03-01,1720,5-0500,1720.0,DDAG,35.56
2010-03-01,1720,5-0500,1720.0,DGDM,31.54
2010-03-01,1720,5-0500,1720.0,DHFQ,1131.06
2010-03-01,1720,5-0500,1720.0,DJAE,655.12
2010-03-01,1720,5-0500,1720.0,DVDM,1212.27
2010-03-01,1720,5-0500,1720.0,DYDM,507.3
2010-03-01,1720,5-0500,1720.0,DZDM,1286.69
2010-03-01,1720,5-0500,1720.0,EBAC,2789.96
2010-03-01,1720,5-0500,1720.0,EBBC,165.42
2010-03-01,1720,5-0500,1720.0,EBBD,718.03
2010-03-01,1720,5-0500,1720.0,EDBB,526.01
2010-03-01,1720,5-0500,1720.0,EDBC,358.69
2010-03-01,1720,5-0500,1720.0,FCAA,1700.37
2010-03-01,1720,5-0500,1720.0,FCAD,783.96
2010-03-01,1720,5-0500,1720.0,FCAF,9231.65
2010-03-01,1720,5-0500,1720.0,GAAC,63.48
2010-03-01,1720,5-0500,1720.0,GABB,983.47
2010-03-01,1720,5-0500,1720.0,GABD,1553.22
2010-03-01,1720,5-0500,1720.0,GABE,45.66
2010-03-01,1720,5-0500,1720.0,GBBD,3320.05
2010-03-01,1720,5-0500,1720.0,GFBE,5973.68
2010-03-01,1720,5-0500,1720.0,JAXX,1244.14
2010-03-01,1720,5-0500,1720.0,JBXX,0.0
2010-03-01,1720,5-0500,1720.0,JCAA,399.61
2010-03-01,1720,5-0500,1720.0,JDAA,25.0
2010-03-01,1720,5-0500,1720.0,JDAE,54.57
2010-03-01,1720,5-0500,1720.0,JEXX,75.0
2010-03-01,1720,5-0500,1720.0,KADX,7267.94
2010-03-01,1720,5-0500,1720.0,KBAA,4428.71
2010-03-01,1720,5-0500,1720.0,PJCX,189.09
2010-03-01,1720,5-0500,1720.0,RAXB,5.35
2010-03-01,1720,5-0500,1720.0,RBBG,582.12
2010-03-01,1720,5-0500,1720.0,RCCK,47.03
2010-03-01,1720,5-0500,1720.0,RDXB,8.4
2010-03-01,1720,5-0500,1720.0,RHBG,502.61
2010-03-01,1720,5-0500,1720.0,RRBD,11.84
2010-03-01,1720,5-0500,1720.0,RRBE,218.97
2010-03-01,1720,5-0500,1720.0,SHAX,165.83
2010-03-01,1720,5-0500,1720.0,VEAX,2119.3
2010-03-01,1720,5-0500,1720.0,VGEF,444.84
2010-03-01,1720,5-0500,1720.0,VHXX,6.8
2010-03-01,1720,5-0500,1720.0,YEXX,19.76
2010-03-01,1720,5-0500,1720.0,YEYY,41.81
2010-03-01,1720,5-1000,1720.0,5AFC,156.6
2010-03-01,1720,5-1000,1720.0,6MXX,768.75
2010-03-01,1720,5-1000,1720.0,8REG,25.0
2010-03-01,1720,5-1000,1720.0,BBAA,398.92
2010-03-01,1720,5-1000,1720.0,BGAB,40.0
2010-03-01,1720,5-1000,1720.0,BJAE,85.0
2010-03-01,1720,5-1000,1720.0,CFAA,204.95
2010-03-01,1720,5-1000,1720.0,CGBA,127.15
2010-03-01,1720,5-1000,1720.0,DBDM,1529.79
2010-03-01,1720,5-1000,1720.0,DHFQ,20.0
2010-03-01,1720,5-1000,1720.0,FCAF,213.0
2010-03-01,1720,5-1000,1720.0,GAAC,75.0
2010-03-01,1720,5-1000,1720.0,GABD,217.12
2010-03-01,1720,5-1000,1720.0,GBBD,161.27
2010-03-01,1720,5-1000,1720.0,GFBE,87.0
2010-03-01,1720,5-1000,1720.0,KBAA,108.0
2010-03-01,1720,5-1000,1720.0,PJCX,75.0
2010-03-01,1720,5-1000,1720.0,RBBG,75.0
2010-03-01,1720,5-1000,1720.0,VHXX,495.0
2010-03-01,1720,5-1000,1720.0,YEXX,88.82
2010-03-01,1730,5-0500,530.0,DBDM,149.94
2010-03-01,1730,5-0500,1730.0,2ABA,509.52
2010-03-01,1730,5-0500,1730.0,2ECX,116.16
2010-03-01,1730,5-0500,1730.0,3ABC,131.14
2010-03-01,1730,5-0500,1730.0,3BBD,516.68
2010-03-01,1730,5-0500,1730.0,5ACC,35.81
2010-03-01,1730,5-0500,1730.0,AAAA,20.0
2010-03-01,1730,5-0500,1730.0,CEAA,236.53
2010-03-01,1730,5-0500,1730.0,CFAA,325.75
2010-03-01,1730,5-0500,1730.0,CGAB,63.44
2010-03-01,1730,5-0500,1730.0,DAAK,257.73
2010-03-01,1730,5-0500,1730.0,DBDM,1064.01
2010-03-01,1730,5-0500,1730.0,DCAG,596.74
2010-03-01,1730,5-0500,1730.0,EBBC,83.84
2010-03-01,1730,5-0500,1730.0,FCAC,59.34
2010-03-01,1730,5-0500,1730.0,HBBB,521.98
2010-03-01,1730,5-0500,1730.0,RABF,81.5
2010-03-01,1730,5-0500,1730.0,SKAX,1.25
2010-03-01,1730,5-0500,1730.0,WEXX,2.0
2010-03-01,1730,5-0500,1730.0,YEXX,51.4
2010-03-01,1730,5-1000,1730.0,CFAA,120.0
2010-03-01,1730,5-1000,1730.0,DBDM,37.5
2010-03-01,1740,5-0500,640.0,EABC,0.0
2010-03-01,1740,5-0500,1740.0,2ECX,7.99
2010-03-01,1740,5-0500,1740.0,3BBD,13.99
2010-03-01,1740,5-0500,1740.0,AAAA,5.0
2010-03-01,1740,5-0500,1740.0,ADAA,617.35
2010-03-01,1740,5-0500,1740.0,CEBA,374.31
2010-03-01,1740,5-0500,1740.0,CFAA,307.92
2010-03-01,1740,5-0500,1740.0,CGAB,79.23
2010-03-01,1740,5-0500,1740.0,CGDD,719.83
2010-03-01,1740,5-0500,1740.0,CXAA,192.86
2010-03-01,1740,5-0500,1740.0,DBDM,2656.25
2010-03-01,1740,5-0500,1740.0,DDAC,387.02
2010-03-01,1740,5-0500,1740.0,EABC,447.69
2010-03-01,1740,5-0500,1740.0,FCAC,72.11
2010-03-01,1740,5-0500,1740.0,RHBH,7.99
2010-03-01,1740,5-0500,1740.0,YEXX,102.07
2010-03-01,1740,5-1000,1740.0,CFAA,176.05
2010-03-01,1740,5-1000,1740.0,CXAA,635.96
2010-03-01,1820,5-1000,1820.0,YEXX,84.45
2010-03-01,1830,5-0500,870.0,6UBX,15000.0
2010-03-01,1830,5-0500,870.0,CEAA,275.24
2010-03-01,1830,5-0500,870.0,CGAB,195.25
2010-03-01,1830,5-0500,870.0,DBDM,833.19
2010-03-01,1830,5-0500,1820.0,DBDM,96.0
2010-03-01,1830,5-0500,1830.0,CEAA,117.4
2010-03-01,1830,5-0500,1830.0,DBDM,113.94
2010-03-01,1830,5-0500,1830.0,FCAC,7.95
2010-03-01,1830,5-0500,1830.0,MBCF,44.62
2010-03-01,1830,5-0500,1830.0,NAXB,50.62
2010-03-01,1830,5-0500,1830.0,RAAD,2.18
2010-03-01,1830,5-0500,1830.0,YEXX,45.62
2010-03-01,1830,5-1000,1830.0,DBDM,172.06
2010-03-01,1830,5-1000,1830.0,WDXX,365.5
2010-03-01,1830,5-1000,1830.0,YEXX,124.15
2010-03-01,220,5-0500,220.0,BGAB,31.26
2010-03-01,220,5-0500,220.0,CFAA,719.16
2010-03-01,220,5-0500,220.0,CGAB,69.83
2010-03-01,220,5-0500,220.0,DBDM,375.91
2010-03-01,220,5-0500,220.0,LBDC,217.74
2010-03-01,220,5-1000,220.0,DBDM,1034.81
2010-03-01,220,5-1000,220.0,GBBF,117.5
2010-03-01,230,5-0500,230.0,2ECX,39.89
2010-03-01,230,5-0500,230.0,3ABC,267.12
2010-03-01,230,5-0500,230.0,3BBD,112.47
2010-03-01,230,5-0500,230.0,5BED,679.42
2010-03-01,230,5-0500,230.0,AAAA,738.36
2010-03-01,230,5-0500,230.0,ABAA,15.95
2010-03-01,230,5-0500,230.0,BAAA,1692.6
2010-03-01,230,5-0500,230.0,BBAA,285.69
2010-03-01,230,5-0500,230.0,BQBC,40.69
2010-03-01,230,5-0500,230.0,CBBA,136.71
2010-03-01,230,5-0500,230.0,CFAA,25.67
2010-03-01,230,5-0500,230.0,CFBA,463.3
2010-03-01,230,5-0500,230.0,CGAB,207.88
2010-03-01,230,5-0500,230.0,CUFA,1123.15
2010-03-01,230,5-0500,230.0,CUFB,105.33
2010-03-01,230,5-0500,230.0,DBDM,5665.01
2010-03-01,230,5-0500,230.0,DCAJ,8.88
2010-03-01,230,5-0500,230.0,DZDM,106.59
2010-03-01,230,5-0500,230.0,EBBC,350.53
2010-03-01,230,5-0500,230.0,FCAC,338.29
2010-03-01,230,5-0500,230.0,GAFJ,2335.38
2010-03-01,230,5-0500,230.0,YGXX,139.91
2010-03-01,230,5-1000,230.0,3ABC,105.08
2010-03-01,230,5-1000,230.0,3BBD,829.86
2010-03-01,230,5-1000,230.0,5BED,780.55
2010-03-01,230,5-1000,230.0,AAAA,539.45
2010-03-01,230,5-1000,230.0,BQBC,100.0
2010-03-01,230,5-1000,230.0,CFAA,431.7
2010-03-01,230,5-1000,230.0,CUFA,5266.5
2010-03-01,230,5-1000,230.0,DBDM,70.0
2010-03-01,230,5-1000,230.0,DWDM,1593.32
2010-03-01,230,5-1000,230.0,FCAC,0.0
2010-03-01,230,5-1000,230.0,GAFJ,86.75
2010-03-01,240,5-0500,240.0,2ACX,517.95
2010-03-01,240,5-0500,240.0,3ABC,16.37
2010-03-01,240,5-0500,240.0,3BBD,4117.88
2010-03-01,240,5-0500,240.0,5BED,199.52
2010-03-01,240,5-0500,240.0,9FFD,55.8
2010-03-01,240,5-0500,240.0,AAAA,479.05
2010-03-01,240,5-0500,240.0,ABAA,15.02
2010-03-01,240,5-0500,240.0,BAAA,552.46
2010-03-01,240,5-0500,240.0,BEAA,19.32
2010-03-01,240,5-0500,240.0,BQBC,44.75
2010-03-01,240,5-0500,240.0,CFAA,198.92
2010-03-01,240,5-0500,240.0,CGAB,331.12
2010-03-01,240,5-0500,240.0,CGBA,269.44
2010-03-01,240,5-0500,240.0,DBDM,4683.5
2010-03-01,240,5-0500,240.0,DQAD,305.94
2010-03-01,240,5-0500,240.0,EACC,666.67
2010-03-01,240,5-0500,240.0,GAFJ,430.07
2010-03-01,240,5-0500,240.0,GBBD,0.0
2010-03-01,240,5-0500,240.0,GBBF,1790.87
2010-03-01,240,5-0500,240.0,SKDX,1144.35
2010-03-01,240,5-0500,240.0,YEXX,253.47
2010-03-01,240,5-0500,250.0,BQBC,216.28
2010-03-01,240,5-1000,240.0,3ABC,0.0
2010-03-01,240,5-1000,240.0,5BED,246.4
2010-03-01,240,5-1000,240.0,9FFD,55.8
2010-03-01,240,5-1000,240.0,AAAA,87.95
2010-03-01,240,5-1000,240.0,BAAA,555.53
2010-03-01,240,5-1000,240.0,CGAB,401.39
2010-03-01,240,5-1000,240.0,DBDM,967.97
2010-03-01,240,5-1000,240.0,DQAD,250.5
2010-03-01,240,5-1000,240.0,GBBD,0.0
2010-03-01,240,5-1000,240.0,GBBF,523.24
2010-03-01,240,5-1000,240.0,SKDX,567.86
2010-03-01,240,5-1000,240.0,WDXX,1354.0
2010-03-01,25,5-0500,120.0,CGAB,81.28
2010-03-01,25,5-0500,450.0,CGAB,15.9
2010-03-01,25,5-0500,940.0,AAAA,29.97
2010-03-01,25,5-0500,940.0,BAAA,7.47
2010-03-01,25,5-0500,940.0,BQBC,30.0
2010-03-01,25,5-0500,940.0,DBDM,15.44
2010-03-01,25,5-0500,970.0,CGAB,7.15
2010-03-01,25,5-0500,1030.0,CFAA,5.0
2010-03-01,25,5-0500,1230.0,CGAA,12.01
2010-03-01,25,5-0500,1240.0,BAAA,36.48
2010-03-01,25,5-0500,1240.0,BMBE,36.48
2010-03-01,25,5-0500,1240.0,BQBB,12.16
2010-03-01,25,5-0500,1240.0,CFAA,48.64
2010-03-01,25,5-0500,1240.0,CGAB,12.16
2010-03-01,25,5-0500,1280.0,CFAA,14.38
2010-03-01,25,5-0500,1340.0,BQBC,20.0
2010-03-01,25,5-1000,450.0,CGAB,0.0
2010-03-01,250,5-0500,250.0,9FFK,456.02
2010-03-01,250,5-0500,250.0,AAAA,13.37
2010-03-01,250,5-0500,250.0,BAAA,108.9
2010-03-01,250,5-0500,250.0,CGAB,384.44
2010-03-01,250,5-0500,250.0,CGAD,347.4
2010-03-01,250,5-0500,250.0,CGBA,762.55
2010-03-01,250,5-0500,250.0,CNEE,21.93
2010-03-01,250,5-0500,250.0,DAAJ,49.89
2010-03-01,250,5-0500,250.0,DCAC,39.16
2010-03-01,250,5-0500,250.0,DQAD,243.12
2010-03-01,250,5-0500,250.0,FCAD,203.76
2010-03-01,250,5-0500,250.0,HACC,411.67
2010-03-01,250,5-0500,250.0,YCXX,33.68
2010-03-01,250,5-0500,260.0,9FFK,72.11
2010-03-01,250,5-1000,250.0,BAAA,747.2
2010-03-01,250,5-1000,250.0,CGAB,1333.99
2010-03-01,250,5-1000,250.0,CGAD,681.72
2010-03-01,250,5-1000,250.0,CNEE,353.11
2010-03-01,250,5-1000,250.0,YEXX,0.0
2010-03-01,260,5-0500,250.0,EBBC,742.26
2010-03-01,260,5-0500,260.0,3FXX,50.4
2010-03-01,260,5-0500,260.0,3QBF,20.0
2010-03-01,260,5-0500,260.0,AAAA,29.83
2010-03-01,260,5-0500,260.0,BCAA,66.19
2010-03-01,260,5-0500,260.0,BGAB,311.84
2010-03-01,260,5-0500,260.0,CFAA,1983.11
2010-03-01,260,5-0500,260.0,CFBA,1103.99
2010-03-01,260,5-0500,260.0,CGAB,112.99
2010-03-01,260,5-0500,260.0,CJBA,304.66
2010-03-01,260,5-0500,260.0,CLBA,411.0
2010-03-01,260,5-0500,260.0,CNEE,210.17
2010-03-01,260,5-0500,260.0,CUFA,15.24
2010-03-01,260,5-0500,260.0,DAAJ,252.87
2010-03-01,260,5-0500,260.0,DBDM,3385.05
2010-03-01,260,5-0500,260.0,DYDM,174.17
2010-03-01,260,5-0500,260.0,EBBC,481.86
2010-03-01,260,5-0500,260.0,FCAE,1234.44
2010-03-01,260,5-0500,260.0,GBBD,1020.6
2010-03-01,260,5-0500,260.0,HACC,147.35
2010-03-01,260,5-0500,260.0,LADC,865.67
2010-03-01,260,5-0500,260.0,PJCX,5523.24
2010-03-01,260,5-0500,260.0,YEXX,9.9
2010-03-01,260,5-1000,260.0,CFAA,80.0
2010-03-01,260,5-1000,260.0,CFBA,126.38
2010-03-01,260,5-1000,260.0,CJBA,304.66
2010-03-01,260,5-1000,260.0,CNEE,70.0
2010-03-01,260,5-1000,260.0,DAAJ,444.22
2010-03-01,260,5-1000,260.0,DBDM,86.68
2010-03-01,260,5-1000,260.0,EBBC,566.85
2010-03-01,260,5-1000,260.0,FCAD,82.95
2010-03-01,260,5-1000,260.0,LADC,190.0
2010-03-01,260,5-1000,260.0,PJCX,75.0
2010-03-01,320,5-0500,320.0,3ABC,65.0
2010-03-01,320,5-0500,320.0,9ECX,5.0
2010-03-01,320,5-0500,320.0,ABAA,289.46
2010-03-01,320,5-0500,320.0,BAAA,739.75
2010-03-01,320,5-0500,320.0,BBAA,78.04
2010-03-01,320,5-0500,320.0,BEAC,14.11
2010-03-01,320,5-0500,320.0,BMBB,6.85
2010-03-01,320,5-0500,320.0,BQBC,27.85
2010-03-01,320,5-0500,320.0,CFAA,114.45
2010-03-01,320,5-0500,320.0,CFAB,0.0
2010-03-01,320,5-0500,320.0,CFBA,54.06
2010-03-01,320,5-0500,320.0,CGAB,848.95
2010-03-01,320,5-0500,320.0,CJBA,327.78
2010-03-01,320,5-0500,320.0,CUFA,109.6
2010-03-01,320,5-0500,320.0,DCAH,43.1
2010-03-01,320,5-0500,320.0,DQAD,9.05
2010-03-01,320,5-0500,320.0,GBBD,126.36
2010-03-01,320,5-0500,320.0,YEXX,6731.89
2010-03-01,320,5-0500,330.0,BAAA,9.29
2010-03-01,320,5-0500,330.0,CGBA,155.17
2010-03-01,320,5-0500,530.0,AHAB,29.31
2010-03-01,320,5-1000,320.0,3ABC,48.0
2010-03-01,320,5-1000,320.0,3BBD,73.0
2010-03-01,320,5-1000,320.0,BAAA,426.95
2010-03-01,320,5-1000,320.0,BBAA,35.0
2010-03-01,320,5-1000,320.0,BQBC,197.62
2010-03-01,320,5-1000,320.0,CFAA,246.02
2010-03-01,320,5-1000,320.0,CGAB,419.95
2010-03-01,320,5-1000,320.0,CUFA,264.85
2010-03-01,320,5-1000,320.0,DAAJ,96.0
2010-03-01,320,5-1000,320.0,GBBD,1832.68
2010-03-01,320,5-1000,1620.0,AHAB,335.0
2010-03-01,330,5-0500,330.0,2ACA,4.0
2010-03-01,330,5-0500,330.0,2ECX,2.56
2010-03-01,330,5-0500,330.0,3ACC,15.0
2010-03-01,330,5-0500,330.0,5BED,2841.84
2010-03-01,330,5-0500,330.0,ABAA,27.38
2010-03-01,330,5-0500,330.0,CEAA,4.62
2010-03-01,330,5-0500,330.0,CFAA,13.65
2010-03-01,330,5-0500,330.0,CGAB,136.04
2010-03-01,330,5-0500,330.0,DBDM,1418.75
2010-03-01,330,5-0500,330.0,DHFP,163.41
2010-03-01,330,5-0500,330.0,DQAD,2.56
2010-03-01,330,5-0500,330.0,FCAD,142.77
2010-03-01,330,5-0500,330.0,GAFJ,477.48
2010-03-01,330,5-0500,330.0,WDXX,18.24
2010-03-01,330,5-0500,330.0,YEXX,2294.82
2010-03-01,330,5-1000,330.0,CFAA,107.18
2010-03-01,330,5-1000,330.0,CGAB,488.92
2010-03-01,330,5-1000,330.0,DBDM,2191.15
2010-03-01,330,5-1000,330.0,DQAD,145.8
2010-03-01,340,5-0500,340.0,1AEC,512.36
2010-03-01,340,5-0500,340.0,6PBX,66.36
2010-03-01,340,5-0500,340.0,AAAA,25.0
2010-03-01,340,5-0500,340.0,ADAA,472.05
2010-03-01,340,5-0500,340.0,BAAA,466.42
2010-03-01,340,5-0500,340.0,CEBA,1161.66
2010-03-01,340,5-0500,340.0,CGAB,213.96
2010-03-01,340,5-0500,340.0,DBDM,3601.41
2010-03-01,340,5-0500,340.0,EBBD,5881.79
2010-03-01,340,5-0500,340.0,FCAE,297.76
2010-03-01,340,5-0500,340.0,MBDF,25.6
2010-03-01,340,5-0500,340.0,VEAX,300.87
2010-03-01,340,5-0500,340.0,WAXX,16.84
2010-03-01,340,5-0500,340.0,WJXX,144.5
2010-03-01,340,5-0500,340.0,YEXX,1432.42
2010-03-01,340,5-0500,340.0,YP02,622.66
2010-03-01,340,5-1000,340.0,1AEC,1499.38
2010-03-01,340,5-1000,340.0,BAAA,329.51
2010-03-01,340,5-1000,340.0,CEBA,271.62
2010-03-01,340,5-1000,340.0,CGAB,623.92
2010-03-01,340,5-1000,340.0,DBDM,108.23
2010-03-01,340,5-1000,340.0,EBBD,200.0
2010-03-01,350,5-0500,350.0,2ECX,109.35
2010-03-01,350,5-0500,350.0,3ADD,26.74
2010-03-01,350,5-0500,350.0,3BBD,16.04
2010-03-01,350,5-0500,350.0,BBAA,10.45
2010-03-01,350,5-0500,350.0,CFAA,15.21
2010-03-01,350,5-0500,350.0,CGAB,109.79
2010-03-01,350,5-0500,350.0,DBDM,1650.72
2010-03-01,350,5-0500,350.0,DCAH,498.34
2010-03-01,350,5-0500,350.0,FCAC,634.07
2010-03-01,350,5-0500,350.0,LBDC,78.03
2010-03-01,350,5-0500,350.0,VGFF,93.08
2010-03-01,350,5-0500,350.0,YEXX,933.97
2010-03-01,350,5-0500,350.0,YEYY,17.2
2010-03-01,350,5-1000,350.0,CGAB,1983.05
2010-03-01,350,5-1000,350.0,DBDM,686.34
2010-03-01,360,5-0500,360.0,2ECX,17.75
2010-03-01,360,5-0500,360.0,2KAA,23.93
2010-03-01,360,5-0500,360.0,3BBD,23.59
2010-03-01,360,5-0500,360.0,AAAA,1038.32
2010-03-01,360,5-0500,360.0,ABAA,110.27
2010-03-01,360,5-0500,360.0,ADAA,99.95
2010-03-01,360,5-0500,360.0,CFAA,1741.92
2010-03-01,360,5-0500,360.0,CGAB,774.36
2010-03-01,360,5-0500,360.0,DBDM,596.33
2010-03-01,360,5-0500,360.0,EBAC,132.78
2010-03-01,360,5-0500,360.0,FCAC,173.81
2010-03-01,360,5-0500,360.0,MBDF,13.7
2010-03-01,360,5-0500,360.0,RAAC,34.57
2010-03-01,360,5-0500,360.0,RABD,40.94
2010-03-01,360,5-0500,360.0,RJBF,109.96
2010-03-01,360,5-0500,360.0,YEXX,663.49
2010-03-01,360,5-1000,360.0,3BAD,39.64
2010-03-01,360,5-1000,360.0,AAAA,73.31
2010-03-01,360,5-1000,360.0,BAAA,269.56
2010-03-01,360,5-1000,360.0,CBBA,564.61
2010-03-01,360,5-1000,360.0,CFBA,65.0
2010-03-01,360,5-1000,360.0,DBDM,91.3
2010-03-01,430,5-0500,360.0,AAAA,169.48
2010-03-01,430,5-0500,360.0,CJBA,36.32
2010-03-01,430,5-0500,430.0,2ECX,15.34
2010-03-01,430,5-0500,430.0,3NBC,392.22
2010-03-01,430,5-0500,430.0,CFAA,229.82
2010-03-01,430,5-0500,430.0,CGAB,42.76
2010-03-01,430,5-0500,430.0,DBDM,1711.89
2010-03-01,430,5-0500,430.0,DCAH,362.27
2010-03-01,430,5-0500,430.0,EBBC,247.46
2010-03-01,430,5-0500,430.0,FCAC,39.81
2010-03-01,430,5-0500,430.0,SJBH,7.49
2010-03-01,430,5-0500,430.0,YEXX,24.48
2010-03-01,430,5-1000,360.0,AAAA,50.0
2010-03-01,430,5-1000,430.0,9FFK,319.5
2010-03-01,430,5-1000,430.0,CFAA,446.13
2010-03-01,430,5-1000,430.0,DBDM,50.0
2010-03-01,430,5-1000,430.0,YEXX,159.95
2010-03-01,440,5-0500,440.0,2ACB,7.63
2010-03-01,440,5-0500,440.0,2ECX,7.63
2010-03-01,440,5-0500,440.0,3BBD,12.75
2010-03-01,440,5-0500,440.0,9ECX,158.3
2010-03-01,440,5-0500,440.0,ABAA,374.92
2010-03-01,440,5-0500,440.0,BAAA,823.27
2010-03-01,440,5-0500,440.0,CFAA,1148.81
2010-03-01,440,5-0500,440.0,CXAA,107.96
2010-03-01,440,5-0500,440.0,DBDM,2004.11
2010-03-01,440,5-0500,440.0,DCAH,76.09
2010-03-01,440,5-0500,440.0,DPAC,55.35
2010-03-01,440,5-0500,440.0,FCAC,212.67
2010-03-01,440,5-0500,440.0,MBDF,36.62
2010-03-01,440,5-0500,440.0,YEXX,258.69
2010-03-01,440,5-0500,440.0,YP02,5.39
2010-03-01,440,5-1000,440.0,9ECX,158.3
2010-03-01,440,5-1000,440.0,BAAA,134.4
2010-03-01,440,5-1000,440.0,CFAA,595.9
2010-03-01,450,5-0500,430.0,DBDM,17.38
2010-03-01,450,5-0500,440.0,BAAA,269.56
2010-03-01,450,5-0500,450.0,2ACA,4.7
2010-03-01,450,5-0500,450.0,3ABC,2.69
2010-03-01,450,5-0500,450.0,3ADD,46.0
2010-03-01,450,5-0500,450.0,3BBD,23.05
2010-03-01,450,5-0500,450.0,6PBX,73.4
2010-03-01,450,5-0500,450.0,6SBB,7.14
2010-03-01,450,5-0500,450.0,AAAA,365.41
2010-03-01,450,5-0500,450.0,ADAA,88.86
2010-03-01,450,5-0500,450.0,BAAA,980.18
2010-03-01,450,5-0500,450.0,BBAA,174.61
2010-03-01,450,5-0500,450.0,BCAA,233.19
2010-03-01,450,5-0500,450.0,BEAC,47.04
2010-03-01,450,5-0500,450.0,BGAB,510.63
2010-03-01,450,5-0500,450.0,BMBC,0.0
2010-03-01,450,5-0500,450.0,CFAA,3473.29
2010-03-01,450,5-0500,450.0,CGAB,506.03
2010-03-01,450,5-0500,450.0,CGBC,426.69
2010-03-01,450,5-0500,450.0,CJAA,155.14
2010-03-01,450,5-0500,450.0,DBDM,2264.47
2010-03-01,450,5-0500,450.0,FCAC,22.5
2010-03-01,450,5-0500,450.0,LBDC,1030.57
2010-03-01,450,5-0500,450.0,SQLE,0.0
2010-03-01,450,5-0500,450.0,WCXX,23.43
2010-03-01,450,5-0500,450.0,YEXX,635.14
2010-03-01,450,5-0500,460.0,DBDM,133.18
2010-03-01,450,5-0500,480.0,DBDM,144.56
2010-03-01,450,5-0500,480.0,RABE,189.14
2010-03-01,450,5-0500,480.0,RHBE,9.0
2010-03-01,450,5-0500,480.0,RKBH,1137.76
2010-03-01,450,5-0500,530.0,ABAA,48.89
2010-03-01,450,5-0500,530.0,BAAA,436.0
2010-03-01,450,5-0500,530.0,CGAB,445.0
2010-03-01,450,5-0500,1030.0,DBDM,1537.38
2010-03-01,450,5-1000,450.0,3ADD,320.0
2010-03-01,450,5-1000,450.0,AAAA,406.23
2010-03-01,450,5-1000,450.0,BAAA,411.21
2010-03-01,450,5-1000,450.0,BCAA,1584.26
2010-03-01,450,5-1000,450.0,CGAB,517.2
2010-03-01,450,5-1000,450.0,CGBC,370.02
2010-03-01,450,5-1000,450.0,DBDM,3766.9
2010-03-01,450,5-1000,450.0,SDAX,3161.14
2010-03-01,450,5-1000,450.0,WBXX,336.0
